Numero da Venda;Data da Venda;Data do Envio;ID Canal;ID Loja;ID Produto;ID Promocao;ID Cliente;Quantidade Vendida;Quantidade Devolvida
167818;10/03/2017;10/03/2017;0;12;1282;2;3041;4;0
167830;10/03/2017;10/03/2017;0;2;1268;2;20421;4;0
167862;10/03/2017;10/03/2017;0;24;947;2;9940;4;0
167873;10/03/2017;10/03/2017;0;11;1437;2;11983;4;0
167888;10/03/2017;11/03/2017;1;9;502;2;11063;4;0
167993;10/03/2017;10/03/2017;0;14;1381;2;22920;9;0
168007;10/03/2017;16/03/2017;6;7;1304;2;19289;9;0
168026;10/03/2017;16/03/2017;6;14;1611;2;17591;9;0
168031;10/03/2017;17/03/2017;7;22;798;2;30656;9;0
168035;10/03/2017;11/03/2017;1;2;713;2;14204;9;0
168074;10/03/2017;18/03/2017;8;14;275;2;20690;4;0
168090;10/03/2017;20/03/2017;10;19;1238;2;33343;4;0
168116;10/03/2017;15/03/2017;5;12;1108;2;11207;18;0
168150;11/03/2017;12/03/2017;1;9;1552;2;13462;9;0
168159;11/03/2017;11/03/2017;0;19;369;2;28762;9;0
168165;11/03/2017;19/03/2017;8;5;1034;2;29103;9;0
168167;11/03/2017;13/03/2017;2;25;1141;2;20237;9;0
168171;11/03/2017;11/03/2017;0;22;1520;2;15825;9;0
168176;11/03/2017;19/03/2017;8;23;1389;2;12239;9;0
168234;11/03/2017;11/03/2017;0;6;66;2;12826;4;0
168247;11/03/2017;13/03/2017;2;7;820;2;24888;4;0
168257;11/03/2017;15/03/2017;4;7;537;2;23829;4;0
168293;11/03/2017;16/03/2017;5;21;155;2;8986;9;0
168300;11/03/2017;11/03/2017;0;3;1320;2;20535;9;0
168313;11/03/2017;11/03/2017;0;1;127;2;17191;4;0
168318;11/03/2017;11/03/2017;0;25;1165;2;25991;4;0
168331;11/03/2017;11/03/2017;0;10;1178;2;21699;9;1
168341;11/03/2017;12/03/2017;1;25;561;2;22131;4;1
168363;11/03/2017;18/03/2017;7;24;1603;2;7555;4;1
168381;11/03/2017;17/03/2017;6;9;1316;2;32890;4;1
168383;11/03/2017;11/03/2017;0;19;742;2;11632;4;1
168385;11/03/2017;11/03/2017;0;5;648;2;21587;4;1
168406;11/03/2017;11/03/2017;0;24;751;2;29593;4;1
168448;11/03/2017;15/03/2017;4;23;684;2;28107;9;1
168483;11/03/2017;19/03/2017;8;23;454;2;23188;12;1
168507;11/03/2017;12/03/2017;1;2;1088;2;9441;9;0
168511;11/03/2017;18/03/2017;7;6;37;2;10222;9;0
168515;11/03/2017;11/03/2017;0;24;1175;2;21534;9;0
168525;11/03/2017;11/03/2017;0;2;698;2;13775;9;0
168528;11/03/2017;15/03/2017;4;24;1410;2;12995;9;0
168532;11/03/2017;14/03/2017;3;21;602;2;21792;9;0
168542;11/03/2017;13/03/2017;2;2;287;2;9927;9;0
168559;11/03/2017;15/03/2017;4;2;643;2;13999;9;0
168561;11/03/2017;16/03/2017;5;1;1369;2;28273;9;0
168572;11/03/2017;12/03/2017;1;7;1177;2;2737;9;0
168575;11/03/2017;14/03/2017;3;2;1381;2;16459;9;0
168585;11/03/2017;19/03/2017;8;3;599;2;9038;9;0
168587;11/03/2017;19/03/2017;8;22;1656;2;22538;9;0
168589;11/03/2017;11/03/2017;0;9;154;2;25385;9;0
168593;11/03/2017;12/03/2017;1;2;283;2;17715;9;0
168594;11/03/2017;14/03/2017;3;6;1118;2;16549;9;0
168601;11/03/2017;11/03/2017;0;17;563;2;26134;9;0
168603;11/03/2017;12/03/2017;1;6;661;2;28361;9;0
168606;11/03/2017;11/03/2017;0;14;1636;2;12796;9;0
168620;11/03/2017;11/03/2017;0;4;1117;2;6583;9;0
168638;11/03/2017;11/03/2017;0;12;1395;2;25862;9;0
168647;11/03/2017;11/03/2017;0;1;270;2;30798;9;0
168827;11/03/2017;12/03/2017;1;12;435;2;27067;12;0
168951;11/03/2017;20/03/2017;9;4;66;2;29729;4;0
168953;11/03/2017;13/03/2017;2;1;901;2;35330;4;0
168963;11/03/2017;14/03/2017;3;21;96;2;30341;4;0
168969;11/03/2017;11/03/2017;0;2;1613;2;16148;4;0
168974;11/03/2017;11/03/2017;0;12;1648;2;6855;4;0
168979;11/03/2017;11/03/2017;0;3;632;2;22873;4;0
168984;11/03/2017;11/03/2017;0;9;644;2;32603;4;0
168989;11/03/2017;15/03/2017;4;14;69;2;36291;4;0
168995;11/03/2017;12/03/2017;1;2;118;2;5583;4;0
168997;11/03/2017;11/03/2017;0;3;1238;2;10336;4;0
169022;11/03/2017;11/03/2017;0;2;1310;2;6666;4;0
169026;11/03/2017;11/03/2017;0;2;844;2;35101;4;0
169036;11/03/2017;12/03/2017;1;10;772;2;2828;4;0
169037;11/03/2017;15/03/2017;4;24;597;2;27591;4;0
169042;11/03/2017;11/03/2017;0;23;253;2;9515;4;0
169052;11/03/2017;11/03/2017;0;25;1350;2;15081;4;0
169054;11/03/2017;17/03/2017;6;17;2;2;14069;4;0
169055;11/03/2017;16/03/2017;5;12;548;2;25785;4;0
169061;11/03/2017;13/03/2017;2;22;908;2;29319;4;0
169066;11/03/2017;11/03/2017;0;5;1164;2;24640;4;0
169067;11/03/2017;11/03/2017;0;24;790;2;22020;4;0
169157;11/03/2017;20/03/2017;9;4;2489;2;13325;80;0
169164;11/03/2017;12/03/2017;1;23;2494;2;8575;80;0
169169;11/03/2017;14/03/2017;3;22;437;2;21344;27;0
169273;11/03/2017;11/03/2017;0;10;1607;2;12541;9;0
169282;11/03/2017;11/03/2017;0;6;652;2;25234;9;0
169283;11/03/2017;11/03/2017;0;7;828;2;19996;9;0
169294;11/03/2017;12/03/2017;1;4;1353;2;5034;9;0
169296;11/03/2017;16/03/2017;5;10;1326;2;38741;9;0
169297;11/03/2017;14/03/2017;3;21;1559;2;16683;9;0
169305;11/03/2017;11/03/2017;0;7;1175;2;1600;9;0
169316;11/03/2017;16/03/2017;5;22;182;2;27620;9;0
169362;11/03/2017;17/03/2017;6;11;512;2;8684;4;0
169377;11/03/2017;11/03/2017;0;3;899;2;19448;4;0
169379;11/03/2017;19/03/2017;8;12;5;2;13219;4;0
169384;11/03/2017;21/03/2017;10;5;772;2;16405;4;0
169389;11/03/2017;11/03/2017;0;2;1424;2;25031;4;0
169424;11/03/2017;12/03/2017;1;24;1332;2;22317;9;1
169435;11/03/2017;11/03/2017;0;19;262;2;16861;4;1
169449;11/03/2017;12/03/2017;1;19;525;2;3301;4;1
169456;11/03/2017;11/03/2017;0;10;514;2;33891;8;1
169482;11/03/2017;11/03/2017;0;25;1167;2;23172;4;1
169483;11/03/2017;11/03/2017;0;5;2;2;23689;4;1
169517;11/03/2017;18/03/2017;7;5;781;2;34934;9;1
169520;11/03/2017;11/03/2017;0;10;1504;2;33264;9;1
169521;11/03/2017;11/03/2017;0;24;1356;2;27281;9;1
169530;11/03/2017;11/03/2017;0;10;1422;2;29498;9;1
169535;11/03/2017;15/03/2017;4;25;724;2;10968;9;1
169575;11/03/2017;14/03/2017;3;21;435;2;18969;12;1
169585;11/03/2017;11/03/2017;0;10;1020;2;31175;9;0
169590;11/03/2017;14/03/2017;3;11;285;2;31552;9;0
169605;11/03/2017;19/03/2017;8;24;1528;2;14232;9;0
169609;11/03/2017;17/03/2017;6;14;324;2;18833;9;0
169613;11/03/2017;11/03/2017;0;9;822;2;24958;9;0
169627;11/03/2017;11/03/2017;0;19;1053;2;9108;9;0
169632;11/03/2017;11/03/2017;0;16;1554;2;21697;9;0
169636;11/03/2017;18/03/2017;7;10;1007;2;27016;9;0
169642;11/03/2017;11/03/2017;0;19;1610;2;18930;9;0
169643;11/03/2017;12/03/2017;1;2;1305;2;20915;9;0
169645;11/03/2017;13/03/2017;2;25;1611;2;14131;9;0
169654;11/03/2017;18/03/2017;7;3;682;2;20642;9;0
169659;11/03/2017;11/03/2017;0;7;1547;2;13146;9;0
169662;11/03/2017;11/03/2017;0;4;1148;2;33137;9;0
169664;11/03/2017;12/03/2017;1;3;987;2;29767;9;0
169673;11/03/2017;14/03/2017;3;3;1587;2;34664;9;0
169674;11/03/2017;15/03/2017;4;22;680;2;25169;9;0
169678;11/03/2017;14/03/2017;3;5;736;2;32641;9;0
169699;11/03/2017;13/03/2017;2;4;1323;2;26975;9;0
169703;11/03/2017;14/03/2017;3;21;591;2;28269;9;0
169722;11/03/2017;11/03/2017;0;3;1048;2;14486;9;0
169724;11/03/2017;18/03/2017;7;9;1418;2;12490;9;0
169726;11/03/2017;14/03/2017;3;14;957;2;29562;9;0
169735;11/03/2017;11/03/2017;0;9;979;2;9629;9;0
169746;11/03/2017;13/03/2017;2;16;670;2;17397;9;0
169747;11/03/2017;16/03/2017;5;16;651;2;25890;9;0
169748;11/03/2017;19/03/2017;8;25;1479;2;15306;9;0
169751;11/03/2017;15/03/2017;4;22;1641;2;31972;9;0
169753;11/03/2017;13/03/2017;2;4;1026;2;26838;9;0
169761;11/03/2017;11/03/2017;0;12;1005;2;27036;9;0
169768;11/03/2017;12/03/2017;1;16;1051;2;30637;9;0
169773;11/03/2017;15/03/2017;4;4;788;2;24090;9;0
169775;11/03/2017;15/03/2017;4;7;1637;2;5845;9;0
169776;11/03/2017;11/03/2017;0;17;1633;2;17742;9;0
169777;11/03/2017;11/03/2017;0;9;52;2;19803;9;0
169787;11/03/2017;17/03/2017;6;19;1088;2;26308;9;0
169792;11/03/2017;15/03/2017;4;16;490;2;10530;9;0
169799;11/03/2017;18/03/2017;7;4;1582;2;9270;9;0
169800;11/03/2017;18/03/2017;7;5;283;2;22243;9;0
169803;11/03/2017;11/03/2017;0;1;1138;2;21151;9;0
169942;11/03/2017;17/03/2017;6;16;418;2;6489;12;0
170142;11/03/2017;14/03/2017;3;12;2517;2;18643;80;0
170173;11/03/2017;11/03/2017;0;14;1252;2;13219;4;0
170185;11/03/2017;11/03/2017;0;17;7;2;11134;4;0
170191;11/03/2017;13/03/2017;2;11;1639;2;8949;4;0
170205;11/03/2017;16/03/2017;5;6;598;2;19413;4;0
170212;11/03/2017;19/03/2017;8;9;1284;2;22528;4;0
170217;11/03/2017;12/03/2017;1;24;845;2;9202;4;0
170229;11/03/2017;15/03/2017;4;9;986;2;36284;4;0
170236;11/03/2017;11/03/2017;0;6;1111;2;25155;4;0
170240;11/03/2017;18/03/2017;7;19;48;2;14713;4;0
170242;11/03/2017;11/03/2017;0;7;226;2;6526;4;0
170247;11/03/2017;16/03/2017;5;6;1215;2;36063;4;0
170275;11/03/2017;15/03/2017;4;17;1318;2;16154;4;0
170351;11/03/2017;15/03/2017;4;2;440;2;13718;12;0
170372;11/03/2017;11/03/2017;0;11;1567;2;29252;9;0
170379;11/03/2017;11/03/2017;0;6;1432;2;26534;9;0
170383;11/03/2017;11/03/2017;0;21;1494;2;34331;9;0
170388;11/03/2017;14/03/2017;3;11;987;2;22756;9;0
170392;11/03/2017;11/03/2017;0;12;1022;2;4234;9;0
170393;11/03/2017;20/03/2017;9;17;156;2;30366;9;0
170406;11/03/2017;17/03/2017;6;16;1435;2;21843;9;0
170456;11/03/2017;11/03/2017;0;16;288;2;14334;4;0
170458;11/03/2017;11/03/2017;0;4;608;2;26241;4;0
170459;11/03/2017;13/03/2017;2;6;597;2;19700;4;0
170462;11/03/2017;11/03/2017;0;5;474;2;19852;4;0
170471;11/03/2017;17/03/2017;6;9;515;2;18658;4;0
170497;11/03/2017;18/03/2017;7;23;2488;2;15547;80;0
170527;12/03/2017;12/03/2017;0;22;1356;2;16457;9;0
170534;12/03/2017;16/03/2017;4;19;51;2;31201;9;0
170540;12/03/2017;13/03/2017;1;16;309;2;3229;9;0
170547;12/03/2017;15/03/2017;3;18;720;2;26139;9;0
170554;12/03/2017;12/03/2017;0;13;1588;2;18786;9;0
170613;12/03/2017;16/03/2017;4;9;933;2;32359;4;0
170619;12/03/2017;18/03/2017;6;15;288;2;12508;4;0
170620;12/03/2017;12/03/2017;0;15;1470;2;11929;4;0
170629;12/03/2017;12/03/2017;0;24;1135;2;4786;4;0
170664;12/03/2017;16/03/2017;4;17;405;2;23598;9;0
170683;12/03/2017;13/03/2017;1;18;1019;2;21182;9;1
170685;12/03/2017;12/03/2017;0;15;564;2;18167;9;1
170721;12/03/2017;17/03/2017;5;18;786;2;24745;4;1
170726;12/03/2017;14/03/2017;2;18;802;2;3501;4;1
170755;12/03/2017;12/03/2017;0;22;387;2;24252;9;1
170814;12/03/2017;12/03/2017;0;20;1636;2;13993;9;0
170816;12/03/2017;18/03/2017;6;8;1362;2;34654;9;0
170818;12/03/2017;12/03/2017;0;13;153;2;35808;9;0
170845;12/03/2017;15/03/2017;3;6;1229;2;22449;9;0
170847;12/03/2017;16/03/2017;4;19;362;2;5910;9;0
170848;12/03/2017;12/03/2017;0;14;1567;2;5848;9;0
170850;12/03/2017;12/03/2017;0;12;1045;2;7152;9;0
170859;12/03/2017;17/03/2017;5;22;951;2;19222;9;0
170870;12/03/2017;12/03/2017;0;22;234;2;20238;9;0
170871;12/03/2017;14/03/2017;2;13;1048;2;5060;9;0
170876;12/03/2017;12/03/2017;0;8;1079;2;37808;9;0
170884;12/03/2017;12/03/2017;0;13;1114;2;24735;9;0
170891;12/03/2017;12/03/2017;0;22;737;2;28408;9;0
170903;12/03/2017;16/03/2017;4;15;952;2;25496;9;0
170908;12/03/2017;16/03/2017;4;19;1063;2;22325;9;0
170912;12/03/2017;15/03/2017;3;3;1113;2;15875;9;0
170923;12/03/2017;13/03/2017;1;15;182;2;18031;9;0
170928;12/03/2017;18/03/2017;6;21;1320;2;14375;9;0
170930;12/03/2017;12/03/2017;0;4;1531;2;24813;9;0
170933;12/03/2017;12/03/2017;0;24;1326;2;8728;9;0
170934;12/03/2017;12/03/2017;0;12;980;2;15140;9;0
170936;12/03/2017;17/03/2017;5;14;165;2;13535;9;0
170944;12/03/2017;19/03/2017;7;3;1638;2;1379;9;0
170948;12/03/2017;12/03/2017;0;4;269;2;16548;9;0
170964;12/03/2017;12/03/2017;0;9;1484;2;19014;9;0
170967;12/03/2017;16/03/2017;4;12;1348;2;12480;9;0
170987;12/03/2017;12/03/2017;0;16;1076;2;16952;9;0
171004;12/03/2017;19/03/2017;7;6;1494;2;26668;9;0
171012;12/03/2017;20/03/2017;8;9;729;2;35663;9;0
171015;12/03/2017;13/03/2017;1;9;1523;2;27827;9;0
171020;12/03/2017;12/03/2017;0;8;169;2;10244;9;0
171023;12/03/2017;12/03/2017;0;22;49;2;9857;9;0
171337;12/03/2017;17/03/2017;5;20;895;2;16838;4;0
171342;12/03/2017;16/03/2017;4;21;128;2;32947;4;0
171353;12/03/2017;12/03/2017;0;3;1214;2;27754;4;0
171354;12/03/2017;15/03/2017;3;12;70;2;21836;4;0
171357;12/03/2017;13/03/2017;1;18;777;2;24814;4;0
171358;12/03/2017;12/03/2017;0;8;786;2;7105;4;0
171368;12/03/2017;13/03/2017;1;4;470;2;19116;4;0
171373;12/03/2017;14/03/2017;2;21;1050;2;5192;4;0
171379;12/03/2017;12/03/2017;0;2;677;2;24174;4;0
171384;12/03/2017;15/03/2017;3;8;1267;2;10507;4;0
171389;12/03/2017;13/03/2017;1;20;1608;2;4278;4;0
171402;12/03/2017;14/03/2017;2;3;536;2;36416;4;0
171412;12/03/2017;18/03/2017;6;25;747;2;22409;4;0
171424;12/03/2017;12/03/2017;0;4;500;2;7398;4;0
171432;12/03/2017;19/03/2017;7;4;907;2;27751;4;0
171435;12/03/2017;12/03/2017;0;20;1384;2;29712;4;0
171448;12/03/2017;13/03/2017;1;25;812;2;24409;4;0
171451;12/03/2017;12/03/2017;0;6;226;2;13420;4;0
171454;12/03/2017;12/03/2017;0;9;472;2;12249;4;0
171455;12/03/2017;20/03/2017;8;9;898;2;9356;4;0
171465;12/03/2017;16/03/2017;4;25;752;2;892;4;0
171470;12/03/2017;15/03/2017;3;21;1267;2;9669;4;0
171475;12/03/2017;16/03/2017;4;14;574;2;21390;4;0
171559;12/03/2017;14/03/2017;2;20;2493;2;21984;80;0
171617;12/03/2017;12/03/2017;0;24;1179;2;20004;18;0
171642;12/03/2017;15/03/2017;3;3;591;2;9597;9;0
171660;12/03/2017;12/03/2017;0;21;1013;2;8766;9;0
171663;12/03/2017;12/03/2017;0;18;365;2;18073;9;0
171678;12/03/2017;17/03/2017;5;16;1561;2;28262;9;0
171742;12/03/2017;16/03/2017;4;4;471;2;8977;4;0
171751;12/03/2017;17/03/2017;5;18;743;2;13039;4;0
171758;12/03/2017;12/03/2017;0;8;94;2;23458;4;0
171772;12/03/2017;12/03/2017;0;14;817;2;15159;4;0
171800;12/03/2017;12/03/2017;0;24;432;2;14948;27;0
171804;12/03/2017;13/03/2017;1;18;323;2;22714;9;1
171824;12/03/2017;16/03/2017;4;18;848;2;20752;4;1
171914;12/03/2017;14/03/2017;2;12;1553;2;30561;9;0
171916;12/03/2017;16/03/2017;4;25;592;2;15565;9;0
171923;12/03/2017;12/03/2017;0;18;1505;2;2075;9;0
171925;12/03/2017;12/03/2017;0;12;1352;2;2381;9;0
171926;12/03/2017;12/03/2017;0;6;246;2;17713;9;0
171928;12/03/2017;17/03/2017;5;14;1323;2;30728;9;0
171938;12/03/2017;12/03/2017;0;21;1640;2;28692;9;0
171940;12/03/2017;12/03/2017;0;20;721;2;32967;9;0
171943;12/03/2017;12/03/2017;0;8;672;2;23526;9;0
171949;12/03/2017;21/03/2017;9;4;1659;2;28409;9;0
171953;12/03/2017;13/03/2017;1;19;256;2;29746;9;0
171955;12/03/2017;12/03/2017;0;15;1593;2;28080;9;0
171974;12/03/2017;20/03/2017;8;13;1298;2;11588;9;0
171976;12/03/2017;17/03/2017;5;24;1022;2;24478;9;0
171980;12/03/2017;14/03/2017;2;25;1402;2;25819;9;0
171982;12/03/2017;12/03/2017;0;18;1446;2;9850;9;0
171985;12/03/2017;12/03/2017;0;25;711;2;4474;9;0
171992;12/03/2017;16/03/2017;4;9;1051;2;32476;9;0
171993;12/03/2017;13/03/2017;1;9;731;2;26317;9;0
172004;12/03/2017;12/03/2017;0;15;308;2;31480;9;0
172005;12/03/2017;12/03/2017;0;2;256;2;31391;9;0
172011;12/03/2017;12/03/2017;0;6;1358;2;8926;9;0
172015;12/03/2017;17/03/2017;5;22;815;2;29350;9;0
172017;12/03/2017;15/03/2017;3;8;1011;2;16649;9;0
172021;12/03/2017;20/03/2017;8;12;49;2;23968;9;0
172024;12/03/2017;12/03/2017;0;16;757;2;21774;9;0
172045;12/03/2017;13/03/2017;1;4;602;2;6077;9;0
172048;12/03/2017;20/03/2017;8;25;1432;2;14048;9;0
172054;12/03/2017;17/03/2017;5;19;259;2;29293;9;0
172058;12/03/2017;19/03/2017;7;4;1113;2;28130;9;0
172071;12/03/2017;15/03/2017;3;6;680;2;17085;9;0
172073;12/03/2017;13/03/2017;1;22;1647;2;11500;9;0
172074;12/03/2017;18/03/2017;6;4;176;2;14944;9;0
172081;12/03/2017;15/03/2017;3;24;1056;2;30621;9;0
172116;12/03/2017;18/03/2017;6;2;1113;2;17614;9;0
172137;12/03/2017;12/03/2017;0;2;1153;2;11877;9;0
172139;12/03/2017;13/03/2017;1;14;780;2;7200;9;0
172150;12/03/2017;14/03/2017;2;2;716;2;14881;9;0
172160;12/03/2017;13/03/2017;1;6;956;2;9546;9;0
172168;12/03/2017;12/03/2017;0;18;1232;2;38594;9;0
172176;12/03/2017;16/03/2017;4;19;792;2;10876;9;0
172181;12/03/2017;20/03/2017;8;21;1221;2;22459;9;0
172474;12/03/2017;15/03/2017;3;2;1155;2;19984;18;0
172475;12/03/2017;15/03/2017;3;8;810;2;20676;18;0
172525;12/03/2017;14/03/2017;2;3;2492;2;24188;80;0
172556;12/03/2017;19/03/2017;7;25;537;2;23033;4;0
172566;12/03/2017;13/03/2017;1;20;1214;2;24487;4;0
172573;12/03/2017;12/03/2017;0;4;754;2;10737;4;0
172574;12/03/2017;15/03/2017;3;15;779;2;8615;4;0
172577;12/03/2017;16/03/2017;4;15;313;2;29624;4;0
172594;12/03/2017;12/03/2017;0;8;1594;2;4632;4;0
172603;12/03/2017;18/03/2017;6;8;649;2;10471;4;0
172605;12/03/2017;16/03/2017;4;21;879;2;29905;4;0
172606;12/03/2017;13/03/2017;1;13;6;2;17929;4;0
172615;12/03/2017;16/03/2017;4;19;4;2;3745;4;0
172621;12/03/2017;18/03/2017;6;22;94;2;26278;4;0
172629;12/03/2017;12/03/2017;0;13;631;2;5048;4;0
172636;12/03/2017;21/03/2017;9;21;649;2;35050;4;0
172648;12/03/2017;17/03/2017;5;13;191;2;24979;4;0
172653;12/03/2017;14/03/2017;2;6;933;2;19778;4;0
172657;12/03/2017;14/03/2017;2;9;929;2;16830;4;0
172667;12/03/2017;17/03/2017;5;14;497;2;18858;4;0
172676;12/03/2017;12/03/2017;0;16;761;2;33452;4;0
172686;12/03/2017;12/03/2017;0;24;1340;2;7348;4;0
172690;12/03/2017;12/03/2017;0;9;4;2;30794;4;0
172798;12/03/2017;16/03/2017;4;2;580;2;13300;9;0
172804;12/03/2017;14/03/2017;2;12;1047;2;26044;9;0
172805;12/03/2017;18/03/2017;6;2;660;2;37765;9;0
172808;12/03/2017;15/03/2017;3;14;1636;2;2112;9;0
172810;12/03/2017;12/03/2017;0;8;1640;2;4383;9;0
172813;12/03/2017;12/03/2017;0;9;1607;2;35781;9;0
172814;12/03/2017;15/03/2017;3;22;1520;2;20507;9;0
172816;12/03/2017;12/03/2017;0;2;985;2;20200;9;0
172833;12/03/2017;13/03/2017;1;12;1087;2;15753;9;0
172845;12/03/2017;13/03/2017;1;22;1053;2;12245;9;0
172855;12/03/2017;12/03/2017;0;2;40;2;30076;9;0
172856;12/03/2017;12/03/2017;0;4;308;2;8801;9;0
172891;12/03/2017;17/03/2017;5;12;526;2;7226;4;0
172898;12/03/2017;18/03/2017;6;20;1350;2;12499;4;0
172904;12/03/2017;14/03/2017;2;12;1613;2;12475;4;0
172907;12/03/2017;12/03/2017;0;9;1135;2;9644;4;0
172912;12/03/2017;16/03/2017;4;24;1261;2;17760;4;0
172963;13/03/2017;19/03/2017;6;8;356;2;2647;9;1
172969;13/03/2017;13/03/2017;0;25;1328;2;31043;9;0
172994;13/03/2017;13/03/2017;0;21;1045;2;27111;9;0
173020;13/03/2017;16/03/2017;3;23;424;2;17565;12;0
173060;13/03/2017;13/03/2017;0;17;790;2;18237;4;0
173088;13/03/2017;13/03/2017;0;11;420;2;24351;27;0
173106;13/03/2017;15/03/2017;2;18;791;2;17896;9;0
173107;13/03/2017;19/03/2017;6;14;1105;2;20216;9;0
173201;13/03/2017;16/03/2017;3;14;299;2;18160;4;1
173230;13/03/2017;13/03/2017;0;7;1498;2;35598;9;1
173242;13/03/2017;13/03/2017;0;14;555;2;22265;9;1
173248;13/03/2017;20/03/2017;7;14;1657;2;22152;9;1
173290;13/03/2017;16/03/2017;3;23;1155;2;9244;9;0
173308;13/03/2017;14/03/2017;1;6;372;2;24256;9;0
173312;13/03/2017;13/03/2017;0;20;1358;2;29139;9;0
173313;13/03/2017;16/03/2017;3;17;1660;2;28723;9;0
173316;13/03/2017;13/03/2017;0;25;1657;2;26161;9;0
173317;13/03/2017;13/03/2017;0;21;1452;2;6566;9;0
173319;13/03/2017;13/03/2017;0;11;1009;2;33130;9;0
173325;13/03/2017;13/03/2017;0;4;1330;2;18399;9;0
173335;13/03/2017;13/03/2017;0;13;1141;2;14409;9;0
173350;13/03/2017;13/03/2017;0;9;1635;2;26200;9;0
173380;13/03/2017;13/03/2017;0;4;1495;2;26632;9;0
173389;13/03/2017;13/03/2017;0;8;592;2;18045;9;0
173390;13/03/2017;13/03/2017;0;21;592;2;13689;9;0
173396;13/03/2017;13/03/2017;0;11;539;2;19414;9;0
173398;13/03/2017;17/03/2017;4;13;1429;2;6112;9;0
173402;13/03/2017;17/03/2017;4;19;1582;2;26008;9;0
173405;13/03/2017;15/03/2017;2;21;238;2;11961;9;0
173413;13/03/2017;19/03/2017;6;8;997;2;16414;9;0
173424;13/03/2017;13/03/2017;0;23;698;2;4877;9;0
173433;13/03/2017;14/03/2017;1;23;567;2;27539;9;0
173442;13/03/2017;14/03/2017;1;8;1411;2;32761;9;0
173451;13/03/2017;13/03/2017;0;21;709;2;24722;9;0
173455;13/03/2017;13/03/2017;0;20;294;2;18020;9;0
173456;13/03/2017;13/03/2017;0;4;122;2;3600;9;0
173470;13/03/2017;16/03/2017;3;21;1450;2;22434;9;0
173477;13/03/2017;19/03/2017;6;8;736;2;8765;9;0
173483;13/03/2017;17/03/2017;4;11;1088;2;27884;9;0
173761;13/03/2017;13/03/2017;0;18;47;2;6795;4;0
173764;13/03/2017;19/03/2017;6;4;1245;2;29845;4;0
173767;13/03/2017;16/03/2017;3;4;1248;2;21330;4;0
173771;13/03/2017;13/03/2017;0;21;845;2;27583;4;0
173775;13/03/2017;14/03/2017;1;20;331;2;10041;4;0
173784;13/03/2017;18/03/2017;5;21;783;2;34208;4;0
173787;13/03/2017;15/03/2017;2;25;906;2;12070;4;0
173801;13/03/2017;13/03/2017;0;11;1344;2;12107;4;0
173802;13/03/2017;22/03/2017;9;17;843;2;16009;4;0
173814;13/03/2017;14/03/2017;1;17;525;2;10321;4;0
173826;13/03/2017;17/03/2017;4;11;790;2;35760;4;0
173827;13/03/2017;17/03/2017;4;11;4;2;6470;4;0
173828;13/03/2017;16/03/2017;3;18;7;2;30914;4;0
173834;13/03/2017;16/03/2017;3;8;1212;2;26858;4;0
173866;13/03/2017;16/03/2017;3;19;586;2;16461;4;0
173869;13/03/2017;13/03/2017;0;7;296;2;20450;4;0
173872;13/03/2017;13/03/2017;0;18;678;2;10158;4;0
173875;13/03/2017;14/03/2017;1;23;5;2;12043;4;0
173961;13/03/2017;13/03/2017;0;14;2488;2;29095;80;0
173962;13/03/2017;17/03/2017;4;8;2488;2;18551;80;0
173971;13/03/2017;23/03/2017;10;9;432;2;15257;27;0
174023;13/03/2017;18/03/2017;5;23;995;2;31005;18;0
174051;13/03/2017;17/03/2017;4;25;453;2;16255;12;0
174073;13/03/2017;13/03/2017;0;18;1141;2;22695;9;0
174076;13/03/2017;21/03/2017;8;8;1129;2;18657;9;0
174081;13/03/2017;13/03/2017;0;19;1519;2;9684;9;0
174086;13/03/2017;13/03/2017;0;19;1474;2;25304;9;0
174089;13/03/2017;19/03/2017;6;25;1235;2;16235;9;0
174113;13/03/2017;13/03/2017;0;25;343;2;16796;9;0
174174;13/03/2017;21/03/2017;8;11;126;2;6309;4;0
174181;13/03/2017;15/03/2017;2;20;328;2;28970;4;0
174227;13/03/2017;13/03/2017;0;14;693;2;10058;9;1
174240;13/03/2017;13/03/2017;0;7;1424;2;19999;4;1
174255;13/03/2017;18/03/2017;5;7;1309;2;20117;4;1
174258;13/03/2017;13/03/2017;0;7;525;2;27182;4;1
174314;13/03/2017;17/03/2017;4;7;1455;2;18826;9;1
174328;13/03/2017;13/03/2017;0;9;1138;2;28586;9;1
174382;13/03/2017;13/03/2017;0;14;604;2;13825;9;0
174399;13/03/2017;13/03/2017;0;19;1087;2;36220;9;0
174403;13/03/2017;22/03/2017;9;4;680;2;4987;9;0
174426;13/03/2017;13/03/2017;0;21;1015;2;26997;9;0
174446;13/03/2017;13/03/2017;0;8;1547;2;33563;9;0
174469;13/03/2017;17/03/2017;4;13;1235;2;21197;9;0
174473;13/03/2017;13/03/2017;0;4;1636;2;28992;9;0
174479;13/03/2017;13/03/2017;0;19;1475;2;19511;9;0
174502;13/03/2017;15/03/2017;2;20;1646;2;8358;9;0
174529;13/03/2017;16/03/2017;3;17;246;2;25883;9;0
174539;13/03/2017;13/03/2017;0;13;541;2;12061;9;0
174544;13/03/2017;13/03/2017;0;4;664;2;10522;9;0
